Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Ding, D., Liu, H.-Y., Cooper, R., Cooper, R.A., Smailagic, A., Siewiorek, D.","8360681000;55574229709;35185938400;7404337543;7003819205;7004535258;","Virtual Coach Technology for Supporting Self-Care",2010,"Physical Medicine and Rehabilitation Clinics of North America","21","1",,"179","194",,12,"10.1016/j.pmr.2009.07.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70649103110&doi=10.1016%2fj.pmr.2009.07.012&partnerID=40&md5=6f4a87c6b4e058db66d3194e82c3c13d",Review,"Final",,Scopus,2-s2.0-70649103110
"Hamou, A., Bauer, M., Lewden, B., Simmons, A., Zhang, Y., Wahlund, L.-O., Tunnard, C., Kloszewska, I., Mecozzi, P., Soininen, H., Tsolaki, M., Vellas, B., Muehlboeck, S., Evans, A., Julin, P., Sjögren, N., Spenger, C., Lovestone, S., Gwadry-Sridhar, F.","6602105086;7401779344;27567881800;7101619950;57207968485;7006588606;31767766300;6701675936;36976113600;57192384661;7004174854;7004818575;31767599900;57198743053;7004311218;6507694133;7004702732;57208120257;6602615158;","Cluster analysis and decision trees of mr imaging in patients suffering alzheimer’s",2010,"Advances in Intelligent Systems and Computing","71",,,"477","484",,2,"10.1007/978-3-642-12433-4_56","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017654032&doi=10.1007%2f978-3-642-12433-4_56&partnerID=40&md5=892b21b6b2a4d6da22a0227160a93423",Conference Paper,"Final",,Scopus,2-s2.0-85017654032
"Morra, J.H., Tu, Z., Apostolova, L.G., Green, A.E., Toga, A.W., Thompson, P.M.","24528668000;7102010636;57202555891;55456506000;35412870200;7403220237;","Comparison of adaboost and support vector machines for detecting alzheimer's disease through automated hippocampal segmentation",2010,"IEEE Transactions on Medical Imaging","29","1", 4957035,"30","43",,114,"10.1109/TMI.2009.2021941","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73849088741&doi=10.1109%2fTMI.2009.2021941&partnerID=40&md5=da9b47c2f574e9dd890609e493f41607",Article,"Final",,Scopus,2-s2.0-73849088741
"Smithies, A., Braidman, I., Berlanga, A., Haley, D., Wild, F.","35146700900;7003896539;8299772900;8236536500;55876635700;","Using language technologies to support individual formative feedback",2010,"9th European Conference on eLearning 2010, ECEL 2010",,,,"570","577",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902002552&partnerID=40&md5=fc8f7e30bd8ae49d7ab3d8ba6f70f27a",Conference Paper,"Final",,Scopus,2-s2.0-84902002552
"Sanjuan, E., Ibekwe-SanJuan, F.","55899225800;56192063200;","Combining language models with NLP and interactive query expansion",2010,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","6203 LNCS",,,"122","132",,2,"10.1007/978-3-642-14556-8_14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955318657&doi=10.1007%2f978-3-642-14556-8_14&partnerID=40&md5=b794b2b78c14ca292d92ad3b89aab2a3",Conference Paper,"Final",,Scopus,2-s2.0-77955318657
"MacHado, J., Martins, B., Borbinha, J.","57208089854;8546762500;15041751700;","Experiments with N-gram prefixes on a multinomial language model versus Lucene's off-the-shelf ranking scheme and Rocchio query expansion (TEL@CLEF monolingual task)",2010,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","6241 LNCS",,,"90","97",,1,"10.1007/978-3-642-15754-7_10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049349822&doi=10.1007%2f978-3-642-15754-7_10&partnerID=40&md5=44ef5b78348479d3746c04aa95653c36",Conference Paper,"Final",,Scopus,2-s2.0-78049349822
"Scerri, S., Gossen, G., Davis, B., Handschuh, S.","19639035800;36809553800;49862855200;19638459800;","Classifying action items for semantic email",2010,"Proceedings of the 7th International Conference on Language Resources and Evaluation, LREC 2010",,,,"3324","3330",,17,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960986170&partnerID=40&md5=ce50b7bf6ba01b882e8aabbbfa9c78b6",Conference Paper,"Final",,Scopus,2-s2.0-84960986170
"Cummins, R., O'Riordan, C.","10045138600;7003445367;","Learning in a pairwise term-term proximity framework for information retrieval",2009,"Proceedings - 32nd Annual International ACM SIGIR Conference on Research and Development in Information Retrieval, SIGIR 2009",,,,"251","258",,46,"10.1145/1571941.1571986","https://www.scopus.com/inward/record.uri?eid=2-s2.0-72449199011&doi=10.1145%2f1571941.1571986&partnerID=40&md5=65e6bfaf4745b019148f3f18fde525c5",Conference Paper,"Final",,Scopus,2-s2.0-72449199011
"Cai, C.-L., Bai, Y.-W., He, Y.-F., Zhang, Z.-M.","56185898400;26031257500;55498892900;55721868900;","Fuzzy modeling to conceptual design of mechanisms based on axiomatic design",2009,"2009 International Conference on Natural Language Processing and Knowledge Engineering, NLP-KE 2009",,, 5313738,"","",,,"10.1109/NLPKE.2009.5313738","https://www.scopus.com/inward/record.uri?eid=2-s2.0-72249092502&doi=10.1109%2fNLPKE.2009.5313738&partnerID=40&md5=afc606e51d95f8fdf8cc3b8ff276664c",Conference Paper,"Final",,Scopus,2-s2.0-72249092502
"Qu, X., Yuan, B., Liu, W.","35729094500;57200998674;35317632100;","A predictive model for identifying possible MCI to AD Conversions in the ADNI database",2009,"2009 2nd International Symposium on Knowledge Acquisition and Modeling, KAM 2009","3",, 5362430,"102","105",,4,"10.1109/KAM.2009.36","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951018967&doi=10.1109%2fKAM.2009.36&partnerID=40&md5=dc00271e52c54bf2401926b3122ea9c7",Conference Paper,"Final",,Scopus,2-s2.0-77951018967
"Winkler, S., Auer, S., Affenzeller, M., Donabauer, Y., Reisberg, B.","55386967900;7003293111;6602269336;23017781700;7006963774;","Heuristic modeling of the mental progress of persons with normal brain aging, subjective cognitive impairment, mild cognitive impairment, alzheimer's disease and related dementia disorders",2009,"21st European Modeling and Simulation Symposium, EMSS 2009",,,,"","",6,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874143121&partnerID=40&md5=e40be227d503ed49ec41391579cec285",Conference Paper,"Final",,Scopus,2-s2.0-84874143121
"Joshi, S., Shenoy, P.D., Venugopal, K.R., Patnaik, L.M.","55466289800;10244894900;7005430241;35481059600;","Evaluation of different stages of dementia employing neuropsychological and machine learning techniques",2009,"2009 1st International Conference on Advanced Computing, ICAC 2009",,, 5378199,"154","160",,5,"10.1109/ICADVC.2009.5378199","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949385587&doi=10.1109%2fICADVC.2009.5378199&partnerID=40&md5=25eed5ba783fc1476aa27e1941cbdcc2",Conference Paper,"Final",,Scopus,2-s2.0-77949385587
"Akgül, C.B., Ünay, D., Ekin, A.","15062263300;55922238900;6701415093;","Automated diagnosis of Alzheimer's disease using image similarity and user feedback",2009,"CIVR 2009 - Proceedings of the ACM International Conference on Image and Video Retrieval",,,,"256","263",,14,"10.1145/1646396.1646438","https://www.scopus.com/inward/record.uri?eid=2-s2.0-74049149125&doi=10.1145%2f1646396.1646438&partnerID=40&md5=2bbd42e4ea2efdb166dafd9d1be71443",Conference Paper,"Final",,Scopus,2-s2.0-74049149125
"Cano, C., Blanco, A., Peshkin, L.","18133748900;7202800985;6507058952;","Automated identification of diagnosis and co-morbidity in clinical records",2009,"Methods of Information in Medicine","48","6",,"546","551",,5,"10.3414/ME0615","https://www.scopus.com/inward/record.uri?eid=2-s2.0-76649120566&doi=10.3414%2fME0615&partnerID=40&md5=ba35417230103c1b30f88bd2bcab33d5",Article,"Final",,Scopus,2-s2.0-76649120566
"Ju, S., Evans, J.B.","24724830300;7407664997;","Spectrum-aware routing protocol for cognitive ad-hoc networks",2009,"GLOBECOM - IEEE Global Telecommunications Conference",,, 5425987,"","",,12,"10.1109/GLOCOM.2009.5425987","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951517951&doi=10.1109%2fGLOCOM.2009.5425987&partnerID=40&md5=dfbe80792c693308af32a433820a7c27",Conference Paper,"Final",,Scopus,2-s2.0-77951517951
"Zhang, W., Ma, J., Zhong, Y.","36066941200;7406201979;7401809067;","Using kullback-leibler divergence language models to find experts in enterprise corpora",2009,"3rd International Symposium on Intelligent Information Technology Application Workshops, IITAW 2009",,, 5419599,"402","405",,1,"10.1109/IITAW.2009.117","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951523667&doi=10.1109%2fIITAW.2009.117&partnerID=40&md5=850a652d7815ccb8d4487466837fcfca",Conference Paper,"Final",,Scopus,2-s2.0-77951523667
"Cao, Y.-G., Ely, J., Yu, H.","55470293000;7102396824;35785447400;","Evaluating the weighted-keyword model to improve clinical question answering",2009,"Proceedings - 2009 IEEE International Conference on Bioinformatics and Biomedicine Workshops, BIBMW 2009",,, 5332084,"331","335",,,"10.1109/BIBMW.2009.5332084","https://www.scopus.com/inward/record.uri?eid=2-s2.0-72849149062&doi=10.1109%2fBIBMW.2009.5332084&partnerID=40&md5=15944a22969ab3278fc4acd45752788e",Conference Paper,"Final",,Scopus,2-s2.0-72849149062
"Clinchant, S., Renders, J.-M.","14035112900;6701602267;","Multi-language models and meta-dictionary adaptation for accessing multilingual digital libraries",2009,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","5706 LNCS",,,"83","88",,5,"10.1007/978-3-642-04447-2_9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70549113378&doi=10.1007%2f978-3-642-04447-2_9&partnerID=40&md5=225354a857d0c9aaafec36067965dfeb",Conference Paper,"Final",,Scopus,2-s2.0-70549113378
"Armbrust, M., Fox, A., Patterson, D.A., Lanham, N., Trushkowsky, B., Trutna, J., Oh, H.","35800975300;35571093800;7401930147;6508026792;36171194100;36176424200;55116760200;","SCADS: Scale-independent storage for social computing applications",2009,"CIDR 2009 - 4th Biennal Conference on Innovative Data Systems Research",,,,"","",9,37,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858676960&partnerID=40&md5=5a76b60f198a766a44a97e8218570fe8",Conference Paper,"Final",,Scopus,2-s2.0-84858676960
"Ju, S., Evans, J.B.","24724830300;7407664997;","Mobility-aware routing protocol for mobile ad-hoc networks",2009,"Proceedings - 2009 IEEE International Conference on Communications Workshops, ICC 2009",,, 5208062,"","",,16,"10.1109/ICCW.2009.5208062","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70449429579&doi=10.1109%2fICCW.2009.5208062&partnerID=40&md5=d73970ba50ef5516c0fe91d98a41a6cd",Conference Paper,"Final",,Scopus,2-s2.0-70449429579
"Akgül, C.B., Ünay, D., Ekin, A.","15062263300;55922238900;6701415093;","Diagnosis of Alzheimer's disease from MR images using relevance feedback [Alzheimer hastaliǧinin MR i̇mgelerinden kullanici geri bildirimi yoluyla teşhis edilmesi]",2009,"2009 IEEE 17th Signal Processing and Communications Applications Conference, SIU 2009",,, 5136500,"732","735",,,"10.1109/SIU.2009.5136500","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350344378&doi=10.1109%2fSIU.2009.5136500&partnerID=40&md5=9e5ca13856731757749bc62e814fe040",Conference Paper,"Final",,Scopus,2-s2.0-70350344378
"Hinrichs, C., Singh, V., Mukherjee, L., Xu, G., Chung, M.K., Johnson, S.C.","26667629100;35774650600;8291303800;14032426500;7402437080;7406327695;","Spatially augmented LPboosting for AD classification with evaluations on the ADNI dataset",2009,"NeuroImage","48","1",,"138","149",,116,"10.1016/j.neuroimage.2009.05.056","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67949103436&doi=10.1016%2fj.neuroimage.2009.05.056&partnerID=40&md5=36f7e03370ee4ea6ec5c0ba8700f2421",Article,"Final",,Scopus,2-s2.0-67949103436
"Luo, W., Liu, Q., Bai, S.","56323533100;56181387900;57206839804;","A review of the state-of-the-art of research on large-scale corpora oriented language modeling",2009,"Jisuanji Yanjiu yu Fazhan/Computer Research and Development","46","10",,"1704","1712",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70749100299&partnerID=40&md5=37e8616b6f34a2960690551f0efa3b0b",Article,"Final",,Scopus,2-s2.0-70749100299
"Lee, E.K.","35107386300;","Machine learning framework for classification in medicine and biology",2009,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","5547 LNCS",,,"1","7",,5,"10.1007/978-3-642-01929-6_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-69849105361&doi=10.1007%2f978-3-642-01929-6_1&partnerID=40&md5=adf6aeed5dedd10eaa944cf8cc8f96af",Conference Paper,"Final",,Scopus,2-s2.0-69849105361
"Hortos, W.S.","6602886529;","Unsupervised algorithms for intrusion detection and identification in wireless ad hoc sensor networks",2009,"Proceedings of SPIE - The International Society for Optical Engineering","7352","1", 73520J,"","",,7,"10.1117/12.820506","https://www.scopus.com/inward/record.uri?eid=2-s2.0-69849102845&doi=10.1117%2f12.820506&partnerID=40&md5=b2c647f2feb41dbc80ab770c2d545a8f",Conference Paper,"Final",,Scopus,2-s2.0-69849102845
[No author name available],[No author id available],"Rough Sets and Knowledge Technology - 4th International Conference, RSKT 2009, Proceedings",2009,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","5589 LNAI",,,"","",719,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-69149106759&partnerID=40&md5=13d97a6e4d724e728ba756032b0abc9a",Conference Review,"Final",,Scopus,2-s2.0-69149106759
"Brasil Filho, A.T., Pinheiro, P.R., Coelho, A.L.V., Costa, N.C.","33367481600;23390313600;56213678200;27567569500;","Comparison of two MCDA classification methods over the diagnosis of alzheimer's disease",2009,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","5589 LNAI",,,"334","341",,5,"10.1007/978-3-642-02962-2_42","https://www.scopus.com/inward/record.uri?eid=2-s2.0-69049104339&doi=10.1007%2f978-3-642-02962-2_42&partnerID=40&md5=cdbdcb65a7d6f879099e78e4920c8c70",Conference Paper,"Final",,Scopus,2-s2.0-69049104339
"Qi, H., Yang, M., Gao, J., Li, S., Lei, G.","23088898300;8931673200;55702627000;36063951100;25931564900;","Linguistically-enriched information retrieval",2009,"Journal of Computational Information Systems","5","3",,"1287","1292",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350212649&partnerID=40&md5=89d0989de9d7e727358144928a38bba1",Article,"Final",,Scopus,2-s2.0-70350212649
"Kurland, O., Lee, L.","23012253900;7404389769;","Clusters, language models, and ad hoc information retrieval",2009,"ACM Transactions on Information Systems","27","3", 13,"","",,13,"10.1145/1508850.1508851","https://www.scopus.com/inward/record.uri?eid=2-s2.0-75649116513&doi=10.1145%2f1508850.1508851&partnerID=40&md5=1fb3a46414fd73d6058e35e094459f8b",Article,"Final",,Scopus,2-s2.0-75649116513
"Chien, J.-T., Wu, M.-S.","7202435221;14018643400;","Minimum rank error language modeling",2009,"IEEE Transactions on Audio, Speech and Language Processing","17","2",,"267","276",,3,"10.1109/TASL.2008.2008366","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70350437416&doi=10.1109%2fTASL.2008.2008366&partnerID=40&md5=99ef9b89e220121113a77ed133f2c2a2",Article,"Final",,Scopus,2-s2.0-70350437416
"Mazzagatti, J.C.","56912270800;","KStore: A dynamic meta-knowledge repository for intelligent BI",2009,"International Journal of Intelligent Information Technologies","5","2",,"68","80",,4,"10.4018/jiit.2009040105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956367806&doi=10.4018%2fjiit.2009040105&partnerID=40&md5=9e19938bc36b7555f0bef89275dfe890",Article,"Final",,Scopus,2-s2.0-77956367806
"Gao, S., Lim, J.-H.","35285686100;7403454337;","I2R at imageclef photo retrieval 2009",2009,"CEUR Workshop Proceedings","1175",,,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922032168&partnerID=40&md5=2e026ff8358f4b4bbcb1f4a7c5c6687e",Conference Paper,"Final",,Scopus,2-s2.0-84922032168
"Dolamić, L., Fautsch, C., Savoy, J.","27067553800;26537372900;7003689364;","UniNE at CLEF 2009: Persian Ad hoc retrieval and IP",2009,"CEUR Workshop Proceedings","1175",,,"","",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922022114&partnerID=40&md5=a8af0b9cd74fe645cecb1d4ae44dfd93",Conference Paper,"Final",,Scopus,2-s2.0-84922022114
"Zhou, D., Wade, V.","35782606000;7004897409;","Language modeling and document Re-Ranking: Trinity experiments at TEL@CLEF-2009",2009,"CEUR Workshop Proceedings","1175",,,"","",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922032090&partnerID=40&md5=112b4623bbbbe51a8a204b69180a9f92",Conference Paper,"Final",,Scopus,2-s2.0-84922032090
"Machado, J., Martins, B., Borbinha, J.","57208089854;8546762500;15041751700;","Experiments with N-Gram prefixes on a multinomial language model versus lucene's off-the-shelf ranking scheme and rocchio query expansion (TEL@CLEF monolingual task)",2009,"CEUR Workshop Proceedings","1175",,,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922021267&partnerID=40&md5=9707ed2566e0e2ce815b7585707be226",Conference Paper,"Final",,Scopus,2-s2.0-84922021267
"Tomlinson, S.","23393525300;","German, French, English and Persian retrieval experiments at CLEF 2009",2009,"CEUR Workshop Proceedings","1175",,,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922022115&partnerID=40&md5=e04ad411998313732f6487aaf51242c3",Conference Paper,"Final",,Scopus,2-s2.0-84922022115
"Basile, P., Caputo, A., Semeraro, G.","23392182500;35090047300;57108777800;","UNIBA-SENSE @ CLEF 2009: Robust WSD task",2009,"CEUR Workshop Proceedings","1175",,,"","",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922032231&partnerID=40&md5=e046ea2a8781b6d80453c0d1d2c59918",Conference Paper,"Final",,Scopus,2-s2.0-84922032231
"Chakrabarti, D., Agarwal, D., Josifovski, V.","7006662851;35829799700;6602459773;","Contextual advertising by combining relevance with click feedback",2008,"Proceeding of the 17th International Conference on World Wide Web 2008, WWW'08",,,,"417","426",,94,"10.1145/1367497.1367554","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57349199269&doi=10.1145%2f1367497.1367554&partnerID=40&md5=c0c2a244997d954c841d8b64e12eeec1",Conference Paper,"Final",,Scopus,2-s2.0-57349199269
"Xu, Z., Akella, R.","16176896800;7003311136;","A new probabilistic retrieval model based on the dirichlet compound multinomial distribution",2008,"ACM SIGIR 2008 - 31st Annual International ACM SIGIR Conference on Research and Development in Information Retrieval, Proceedings",,,,"427","434",,21,"10.1145/1390334.1390408","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57349197093&doi=10.1145%2f1390334.1390408&partnerID=40&md5=ef03739ebe23b64908e36b8742a9331a",Conference Paper,"Final",,Scopus,2-s2.0-57349197093
"Elsas, J.L., Arguello, J., Callan, J., Carbonell, J.G.","24080085000;12345191500;35588436200;35609950300;","Retrieval and feedback models for blog feed search",2008,"ACM SIGIR 2008 - 31st Annual International ACM SIGIR Conference on Research and Development in Information Retrieval, Proceedings",,,,"347","354",,106,"10.1145/1390334.1390394","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57349112318&doi=10.1145%2f1390334.1390394&partnerID=40&md5=fa4bdb4ec30f9b575f12b092a3405b6b",Conference Paper,"Final",,Scopus,2-s2.0-57349112318
"Bartz, K., Barr, C., Aijaz, A.","26433058700;35795087400;35795072700;","Natural language generation for sponsored-search advertisements",2008,"Proceedings of the ACM Conference on Electronic Commerce",,,,"1","9",,3,"10.1145/1386790.1386792","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950957799&doi=10.1145%2f1386790.1386792&partnerID=40&md5=3298c451249a9b62c2196c00615123de",Conference Paper,"Final",,Scopus,2-s2.0-77950957799
"Pardos, Z.A., Beck, J.E., Ruiz, C., Heffernan, N.T.","23091281300;7403532386;7202458689;14041775100;","The composition effect: Conjunctive or compensatory? An analysis of multi-skill math questions in ITS",2008,"Educational Data Mining 2008 - 1st International Conference on Educational Data Mining, Proceedings",,,,"147","156",,16,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-73149097315&partnerID=40&md5=5047aa346447df0d30f371b6a9bee131",Conference Paper,"Final",,Scopus,2-s2.0-73149097315
"Morra, J.H., Tu, Z., Apostolova, L.G., Green, A.E., Toga, A.W., Thompson, P.M.","24528668000;7102010636;57202555891;55456506000;35412870200;7403220237;","Automatic subcortical segmentation using a contextual model",2008,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","5241 LNCS","PART 1",,"194","201",,11,"10.1007/978-3-540-85988-8_24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58849116063&doi=10.1007%2f978-3-540-85988-8_24&partnerID=40&md5=3a44226f754f84b7ba88192eee454003",Conference Paper,"Final",Open Access,Scopus,2-s2.0-58849116063
"Hoang, L., Lee, S.-W., Hong, G., Lee, J.-Y., Rim, H.-C.","56188233600;55716396400;24721320200;55690043700;7006771769;","A hybrid method for opinion finding task: KUNLP at TREC 2008 blog track",2008,"NIST Special Publication",,,,"","",6,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873466987&partnerID=40&md5=9299203e091c744ce704386809462a0d",Conference Paper,"Final",,Scopus,2-s2.0-84873466987
"Zhu, J.","14023885400;","A study of the relationship between ad hoc retrieval and expert finding in enterprise environment",2008,"International Conference on Information and Knowledge Management, Proceedings",,,,"25","30",,6,"10.1145/1458502.1458507","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951118907&doi=10.1145%2f1458502.1458507&partnerID=40&md5=828c9597e4ab446e615f66ecec1bef12",Conference Paper,"Final",,Scopus,2-s2.0-77951118907
"Li, Z., Wang, C., Xie, X., Wang, X., Ma, W.-Y.","56075165400;55694209700;35231616500;8342594300;36071778600;","Exploring LDA-based document model for geographic information retrieval",2008,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","5152 LNCS",,,"842","849",,4,"10.1007/978-3-540-85760-0-108","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349795163&doi=10.1007%2f978-3-540-85760-0-108&partnerID=40&md5=dabd3114cac85cef3a65bc62eea2d348",Conference Paper,"Final",,Scopus,2-s2.0-70349795163
"Montoto, P., Pan, A., Raposo, J., Losada, J., Bellas, F., Carneiro, V.","14625428400;8236673600;8236673700;14048789700;23048743300;6602131429;","A workflow language for web automation",2008,"Journal of Universal Computer Science","14","11",,"1838","1856",,7,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-52949127955&partnerID=40&md5=0af4d2734a7d2cc539dc842a686567e5",Article,"Final",,Scopus,2-s2.0-52949127955
"Zhang, S., McClean, S., Scotney, B., Hong, X., Nugent, C., Mulvenna, M.","36163802900;7005361927;6701586452;57194873146;7007042892;6507434648;","Decision support for Alzheimer's patients in smart homes",2008,"Proceedings - IEEE Symposium on Computer-Based Medical Systems",,, 4561994,"236","241",,25,"10.1109/CBMS.2008.16","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51849130738&doi=10.1109%2fCBMS.2008.16&partnerID=40&md5=d6c7452a4e7063d4eb75e5de35c201d5",Conference Paper,"Final",,Scopus,2-s2.0-51849130738
"Teverovskiy, L.A., Becker, J.T., Lopez, O.L., Liu, Y.","23010457700;7403710087;35351200500;7410218189;","Quantified brain asymmetry for age estimation of normal and AD/MCI subjects",2008,"2008 5th IEEE International Symposium on Biomedical Imaging: From Nano to Macro, Proceedings, ISBI",,, 4541295,"1509","1512",,11,"10.1109/ISBI.2008.4541295","https://www.scopus.com/inward/record.uri?eid=2-s2.0-51049109621&doi=10.1109%2fISBI.2008.4541295&partnerID=40&md5=5f4aac8c986cd7e4f471ab84a9e5e9ff",Conference Paper,"Final",,Scopus,2-s2.0-51049109621
[No author name available],[No author id available],"AICCSA 08 - 6th IEEE/ACS International Conference on Computer Systems and Applications",2008,"AICCSA 08 - 6th IEEE/ACS International Conference on Computer Systems and Applications",,,,"","",1145,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-50049135411&partnerID=40&md5=e4ecf4b01cec78f160feaf22a5d2be92",Conference Review,"Final",,Scopus,2-s2.0-50049135411
"Clark, D.E.","57189047924;","What has virtual screening ever done for drug discovery?",2008,"Expert Opinion on Drug Discovery","3","8",,"841","851",,84,"10.1517/17460441.3.8.841","https://www.scopus.com/inward/record.uri?eid=2-s2.0-48749127628&doi=10.1517%2f17460441.3.8.841&partnerID=40&md5=a527bcf3810d3e681f9a9cd94264bdb2",Article,"Final",,Scopus,2-s2.0-48749127628
"Wu, H.C., Luk, R.W.P., Wong, K.F., Kwok, K.L.","24448828300;6701545378;7404759311;7102194356;","Interpreting TF-IDF term weights as making relevance decisions",2008,"ACM Transactions on Information Systems","26","3", 13,"","",,303,"10.1145/1361684.1361686","https://www.scopus.com/inward/record.uri?eid=2-s2.0-46249110298&doi=10.1145%2f1361684.1361686&partnerID=40&md5=4788f8cdc40fdd7b45ce9391279db0d5",Article,"Final",,Scopus,2-s2.0-46249110298
"Perry, M., Drašković, I., Van Achterberg, T., Borm, G.F., Van Eijken, M.I.J., Lucassen, P.L., Vernooij-Dassen, M.J.F.J., Olde Rikkert, M.G.M.","24330021500;56950804700;6701361774;7003504537;9745090800;55603762400;7004246935;35314327100;","Can an EASYcare based dementia training programme improve diagnostic assessment and management of dementia by general practitioners and primary care nurses? The design of a randomised controlled trial",2008,"BMC Health Services Research","8",, 71,"","",,37,"10.1186/1472-6963-8-71","https://www.scopus.com/inward/record.uri?eid=2-s2.0-44249084047&doi=10.1186%2f1472-6963-8-71&partnerID=40&md5=07aa1dde45e4b51106a672e323299f56",Article,"Final",Open Access,Scopus,2-s2.0-44249084047
"Baker, C.J.O., Kanagasabai, R., Ang, W.T., Veeramani, A., Low, H.-S., Wenk, M.R.","55418224700;23135246200;24066338000;9840903900;24067623100;7006380030;","Towards ontology-driven navigation of the lipid bibliosphere",2008,"BMC Bioinformatics","9","SUPPL. 1", S5,"","",,27,"10.1186/1471-2105-9-S1-S5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-41949096408&doi=10.1186%2f1471-2105-9-S1-S5&partnerID=40&md5=a842f28260f9d9097141c08a7813c5ac",Article,"Final",Open Access,Scopus,2-s2.0-41949096408
"Du, Y., Huang, X., Wu, L.","8983710500;8983710700;7404904258;","Using pattern and linguistic features to improve reading comprehension performance",2008,"Jisuanji Yanjiu yu Fazhan/Computer Research and Development","45","2",,"293","299",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-43249102431&partnerID=40&md5=815e957f4b26aa6ee97e2e61c632921a",Article,"Final",,Scopus,2-s2.0-43249102431
"Yu, H., Cao, Y.G.","35785447400;55470293000;","Automatically extracting information needs from Ad Hoc clinical questions.",2008,"AMIA ... Annual Symposium proceedings / AMIA Symposium. AMIA Symposium",,,,"96","100",,35,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-72849108702&partnerID=40&md5=0d7807c13b81bd38b87591010c3e9b55",Article,"Final",,Scopus,2-s2.0-72849108702
