Title,DOI
Identification of a strategic brain network underlying processing speed deficits in vascular cognitive impairment,10.1016/j.neuroimage.2012.10.084
Sequential Projection-Based Metacognitive Learning in a Radial Basis Function Network for Classification Problems,10.1109/TNNLS.2012.2226748
Improved detection of amnestic MCI by means of discriminative vector quantization of single-trial cognitive ERP responses,10.1016/j.jneumeth.2012.10.014
Diagnosis and Grading of Alzheimer's Disease via Automatic Classification of FDG-PET Scans,
Multiple Instance Learning for Classification of Dementia in Brain MRI,
A Prediction Model for Cognitive Performance in Health Ageing Using Diffusion Tensor Imaging with Graph Theory,
Classification of Alzheimer's Disease from FDG-PET images using Favourite Class Ensembles,
Early Detection of Cognitive Impairment in the Elderly Based on Bayesian Mining Using Speech Prosody and Cerebral Blood Flow Activation,
A Coupled Linguistics/Statistical Technique for Query Structure Classification and its Application to Query Expansion,
"On Soft Measurements and Data Mining Based on Granular Pragmatics, Multi-Valued and Fuzzy Logics",
Automatic differentiation between Alzheimer's Disease and Mild Cognitive Impairment combining PET data and psychological scores,10.1109/PRNI.2013.45
Automated assessment of cognitive health using smart home technologies,10.3233/THC-130734
New tools for the investigations of Neuro-AIDS at a molecular level: The potential role of data-mining.,10.6026/97320630009656
Machine Learning-Based Method for Personalized and Cost-Effective Detection of Alzheimer's Disease,10.1109/TBME.2012.2212278
Binary classification of F-18-flutemetamol PET using machine learning: Comparison with visual reads and structural MRI,10.1016/j.neuroimage.2012.09.015
Accurate multimodal probabilistic prediction of conversion to Alzheimer's disease in patients with mild cognitive impairment,10.1016/j.nicl.2013.05.004
Integrating Multiple Network Properties for MCI Identification,
Ensemble Universum SVM Learning for Multimodal Classification of Alzheimer's Disease,
Multi-task Sparse Classifier for Diagnosis of MCI Conversion to AD with Longitudinal MR Images,
HARMONIZED Q-LEARNING FOR RADIO RESOURCE MANAGEMENT IN LTE BASED NETWORKS,
Detection of Alzheimer's Disease Through Automated Hippocampal Segmentation,
Improved multimodal biomarkers for Alzheimer's disease and Mild Cognitive Impairment diagnosis - data from ADNI,10.1117/12.2008100
A Survey on Machine-Learning Techniques in Cognitive Radios,10.1109/SURV.2012.100412.00017
Discrimination between Alzheimer's Disease and Mild Cognitive Impairment Using SOM and PSO-SVM,10.1155/2013/253670
A Text Categorization Method using Extended Vector Space Model by Frequent Term Sets,
Unsupervised Mining of Activities for Smart Home Prediction,10.1016/j.procs.2013.06.067
Development and Implementation of an Electronic Decision Support to Manage the Health of a High-Risk Population: The enhanced Electronic Medical Record Aging Brain Care Software (eMR-ABC).,10.13063/2327-9214.1009
Automatic brain caudate nuclei segmentation and classification in diagnostic of Attention-Deficit/Hyperactivity Disorder,10.1016/j.compmedimag.2012.08.002
A high performance centroid-based classification approach for language identification,10.1016/j.patrec.2012.06.012
Speech Unit Category based Short Utterance Speaker Recognition,10.2298/CSIS120208053F
Bilateral symmetry aspects in computer-aided Alzheimer's disease diagnosis by single-photon emission-computed tomography imaging,10.1016/j.artmed.2012.09.005
Alzheimer's disease biomarker discovery using in silico literature mining and clinical validation,10.1186/1479-5876-10-217
BAYESIAN RETRIEVAL USING A SIMILARITY-BASED LEMMATIZER,10.1142/S0218213012500248
Optimizing Functional Network Representation of Multivariate Time Series,10.1038/srep00630
A corpus-based computational model of metaphor understanding consisting of two processes,10.1016/j.cogsys.2012.03.001
QSAR Models for Computer-Aided Drug Design and Molecular Docking for Disorders of the Central Nervous System and Other Diseases,
Detecting anomalous spectrum usage in dynamic spectrum access networks,10.1016/j.adhoc.2011.04.003
"Workflow in Clinical Trial Sites & Its Association with Near Miss Events for Data Quality: Ethnographic, Workflow & Systems Simulation",10.1371/journal.pone.0039671
AUTOMATIC GENERATION OF CROSSWORD PUZZLES,10.1142/S0218213012500145
Machine Learning Amplifies the Effect of Parental Family History of Alzheimer's Disease on List Learning Strategy,10.1017/S1355617711001834
Annual Research Review: Progress in using brain morphometry as a clinical tool for diagnosing psychiatric disorders,10.1111/j.1469-7610.2012.02539.x
Using Support Vector Machine to identify imaging biomarkers of neurological and psychiatric disease: A critical review,10.1016/j.neubiorev.2012.01.004
Does feature selection improve classification accuracy? Impact of sample size and feature selection on classification using anatomical magnetic resonance images,10.1016/j.neuroimage.2011.11.066
Using Support Vector Machines with Multiple Indices of Diffusion for Automated Classification of Mild Cognitive Impairment,10.1371/journal.pone.0032441
The Clinical Value of Large Neuroimaging Data Sets in Alzheimer's Disease,10.1016/j.nic.2011.11.008
Dynamic Bayesian network modeling for longitudinal brain morphometry,10.1016/j.neuroimage.2011.09.023
Prediction of conversion from mild cognitive impairment to Alzheimer disease based on bayesian data mining with ensemble learning.,10.1177/197140091202500101
Multi-modal multi-task learning for joint prediction of multiple regression and classification variables in Alzheimer's disease,10.1016/j.neuroimage.2011.09.069
FDG and PIB Biomarker PET Analysis for the Alzheimer's Disease Detection Using Association Rules,
Data Mining for the Analysis of Hippocampal Zones in Alzheimer's Disease,10.1063/1.3678616
Content Classification of Development Emails,
Identification of Mild Alzheimer's Disease through automated classification of structural MRI features,
A Machine Learning Pipeline for Three-way Classification of Alzheimer Patients from Structural Magnetic Resonance Images of the Brain,10.1109/ICMLA.2012.42
A Double Layer Dementia Diagnosis System Using Machine Learning Techniques,
Bioprofile Analysis: A New Approach for the Analysis of Biomedical Data in Alzheimer's Disease,10.3233/JAD-2012-121024
IMPROVED ESTIMATION OF PROBABILITIES IN PRONUNCIATION BY ANALOGY,
A meta-language for MDX queries in eLog Business Solution,10.1109/ICDE.2012.100
Toward a Brain-Computer Interface for Alzheimer's Disease Patients by Combining Classical Conditioning and Brain State Classification,10.3233/JAD-2012-112129
Listener Agent for Elderly People with Dementia,
Controlled Natural Language Sentence Building as a Model for Designing User Interfaces for Rule Editing in Assisted Living Systems - A User Study,
Plasma biomarkers of depressive symptoms in older adults,10.1038/tp.2011.63
AITION: A Scalable Platform for Interactive Data Mining,
Software Tool for Improved Prediction of Alzheimer's Disease,10.1159/000332600
Generative-Discriminative Basis Learning for Medical Imaging,10.1109/TMI.2011.2162961
Ripple Down Rules for Vietnamese Named Entity Recognition,
Tree-Guided Sparse Coding for Brain Disease Classification,
Towards a bilingual Alzheimer's disease terminology acquisition using a parallel corpus,10.3233/978-1-61499-101-4-179
Effects of hardware heterogeneity on the performance of SVM Alzheimer's disease classifier,10.1016/j.neuroimage.2011.06.029
Detecting cognitive impairment by eye movement analysis using automatic classification algorithms,10.1016/j.jneumeth.2011.06.027
APPLICATION OF THE PredictAD SOFTWARE TOOL for THE DIFFERENTIATION BETWEEN STABLE AND PROGRESSIVE MCI,
Spoken Language Derived Measures for Detecting Mild Cognitive Impairment,10.1109/TASL.2011.2112351
"Data mining methods in the prediction of Dementia: A real-data comparison of the accuracy, sensitivity and specificity of linear discriminant analysis, logistic regression, neural networks, support vector machines, classification trees and random forests.",10.1186/1756-0500-4-299
Improving delirium care in the intensive care unit: The design of a pragmatic study,10.1186/1745-6215-12-139
Automated hippocampal shape analysis predicts the onset of dementia in mild cognitive impairment,10.1016/j.neuroimage.2011.01.050
Application of machine learning methods to describe the effects of conjugated equine estrogens therapy on region-specific brain volumes,10.1016/j.mri.2010.12.001
Electronic Medical Records for Genetic Research: Results of the eMERGE Consortium,10.1126/scitranslmed.3001807
Multiplexed Immunoassay Panel Identifies Novel CSF Biomarkers for Alzheimer's Disease Diagnosis and Prognosis,10.1371/journal.pone.0018850
Differential Diagnosis between Degenerative and Vascular Dementia using Data Mining Algorithms,
Predictive markers for AD in a multi-modality framework: An analysis of MCI progression in the ADNI population,10.1016/j.neuroimage.2010.10.081
Automated Diagnostic Classifiers for Mild Cognitive Impairment and Alzheimer's Disease Using Neuroimaging and CSF Biomarkers,
Computerized assessment of syntactic complexity in Alzheimer's disease: a case study of Iris Murdoch's writing,10.3758/s13428-010-0037-9
Clinical Decision Trees for Predicting Conversion from Cognitive Impairment No Dementia (CIND) to Dementia in a Longitudinal Population-Based Study,10.1093/arclin/acq089
Behaviour patterns detection for persuasive design in Nursing Homes to help dementia patients,
Machine Learning Classification of MRI Features of Alzheimer's Disease and Mild Cognitive Impairment Subjects to Reduce the Sample Size in Clinical Trials,
Principles of Classification Analyses in Mild Cognitive Impairment (MCI) and Alzheimer Disease,10.3233/JAD-2011-0014
Effectively Mining Wikipedia for Clustering Multilingual Documents,
HANDLING OVERLAPS IN SPOKEN TERM DETECTION,
Assessing subtle structural changes in Alzheimer's disease patients.,10.1007/978-1-61737-992-5_27
Multilingual Document Clustering Using Wikipedia as External Knowledge,
A Language-Independent Approach to Identify the Named Entities in Under-Resourced Languages and Clustering Multilingual Documents,
Truecasing Clinical Narratives,10.3233/978-1-60750-806-9-589
Automatically extracting information needs from complex clinical questions,10.1016/j.jbi.2010.07.007
Weigh your words-memory-based lemmatization for Middle Dutch,10.1093/llc/fqq011
Boosting power for clinical trials using classifiers based on multiple biomarkers,10.1016/j.neurobiolaging.2010.04.022
Machine-learning techniques for building a diagnostic model for very mild dementia,10.1016/j.neuroimage.2010.03.084
Predicting clinical scores from magnetic resonance scans in Alzheimer's disease,10.1016/j.neuroimage.2010.03.051
Green: A Framework for Supporting Energy-Conscious Programming using Controlled Approximation,10.1145/1809028.1806620
Automated 3D mapping of baseline and 12-month associations between three verbal memory measures and hippocampal atrophy in 490 ADNI subjects,10.1016/j.neuroimage.2009.12.125
High-dimensional pattern regression using machine learning: From medical images to continuous clinical variables,10.1016/j.neuroimage.2009.12.092
The Health Archetype Language (HAL-42): Interface considerations,10.1016/j.ijmedinf.2008.07.009
Improving probabilistic information retrieval by modeling burstiness of words,10.1016/j.ipm.2009.12.004
Automated detection of brain atrophy patterns based on MRI for the prediction of Alzheimer's disease,10.1016/j.neuroimage.2009.11.046
Multivariable network associated with cognitive decline and dementia,10.1016/j.neurobiolaging.2008.03.019
Feature-based morphometry: Discovering group-related anatomical patterns,10.1016/j.neuroimage.2009.10.032
Discovery and use of efficient biomarkers for objective disease state assessment in Alzheimer's disease,10.1109/IEMBS.2010.5626311
Cognitive Multipath Multi-Channel Routing Protocol for Mobile Ad-Hoc Networks,
Scalable Cognitive Routing Protocol for Mobile Ad-Hoc Networks,
Machine learning for very early Alzheimer's Disease diagnosis; a F-18-FDG and PiB PET comparison,
Using QVT for adapting question analysis to restricted domain QA systems,
"Language Analytics for Assessing Brain Health: Cognitive Impairment, Depression and Pre-symptomatic Alzheimer's Disease",
Multi Word Term Queries for Focused Information Retrieval,
Combining Language Models with NLP and Interactive Query Expansion,
Comparison of AdaBoost and Support Vector Machines for Detecting Alzheimer's Disease Through Automated Hippocampal Segmentation,10.1109/TMI.2009.2021941
Contextual Advertisement Placement in Printed Media,10.1117/12.839092
Classifying Action Items for Semantic Email,
Knowledge-Based Discrimination in Alzheimer's Disease,
COGNITIVE TOPOLOGY CONTROL BASED ON GAME THEORY,10.1109/MILCOM.2010.5679565
Evaluating Cross-Language Explicit Semantic Analysis and Cross Querying,
"Document Expansion, Query Translation and Language Modeling for Ad-Hoc IR",
Smoothing Methods and Cross-Language Document Re-ranking,
Experiments with N-Gram Prefixes on a Multinomial Language Model versus Lucene's Off-the-Shelf Ranking Scheme and Rocchio Query Expansion (TEL@CLEF Monolingual Task),
Ad Hoc Retrieval with the Persian Language,
Ad Hoc Information Retrieval for Persian,
Green: A Framework for Supporting Energy-Conscious Programming using Controlled Approximation,10.1145/1806596.1806620
Using Language Technologies to Support Individual Formative Feedback,
Effective Term Weighting for Sentence Retrieval,
The Neuropathological Diagnosis of the Alzheimer's Disease under the Consideration of Verbal Decision Analysis Methods,
Information Retrieval Challenges in Computational Advertising,
Spatially augmented LPboosting for AD classification with evaluations on the ADNI dataset,10.1016/j.neuroimage.2009.05.056
"RESDEM, a tool for integrating temporal remote sensing data for use in hydrogeologic investigations",10.1016/j.cageo.2009.02.010
Cognitive MANET Design for Mission-Critical Networks,10.1109/MCOM.2009.5273810
Multidimensional classification of hippocampal shape features discriminates Alzheimer's disease and mild cognitive impairment from normal aging,10.1016/j.neuroimage.2009.05.036
Spatial aggregation: Data model and implementation,10.1016/j.is.2009.03.002
Longitudinal progression of Alzheimers-like patterns of atrophy in normal older adults: the SPARE-AD index,10.1093/brain/awp091
Mapping Correlations between Serum Abeta and tau and Hippocampal Atrophy Measures in 282 ADNI Subjects,
"Baseline and longitudinal patterns of brain atrophy in MCI patients, and their use in prediction of short-term conversion to AD: Results from ADNI",10.1016/j.neuroimage.2008.10.031
"A General and Unifying Framework for Feature Construction, in Image-Based Pattern Classification",
Text Classification in the Turkish Marketing Domain for Context Sensitive Ad Distribution,10.1109/ISCIS.2009.5291861
Mobility-Aware Routing Protocol For Mobile Ad-Hoc Networks,
A Predictive Model for Identifying Possible MCI to AD Conversions in the ADNI Database,10.1109/KAM.2009.36
Designing Data Warehouses for Geographic OLAP Querying by Using MDA,
"HEURISTIC MODELING OF THE MENTAL PROGRESS OF PERSONS WITH NORMAL BRAIN AGING, SUBJECTIVE COGNITIVE IMPAIRMENT, MILD COGNITIVE IMPAIRMENT, ALZHEIMER'S DISEASE AND RELATED DEMENTIA DISORDERS",
Evaluation of Different Stages of Dementia Employing Neuropsychological and Machine Learning Techniques,
Linguistic Summary-Based Query Answering on Data Cubes with Time Dimension,
Intelligent Systems: From RUR to ISMIS 2009 and beyond,
Spectrum-Aware Routing Protocol for Cognitive Ad-Hoc Networks,
Machine Learning Framework for Classification in Medicine and Biology,
A probabilistic framework for automatic term recognition,10.3233/IDA-2009-0379
Fuzzy Quantification-Based Linguistic Summaries in Data Cubes with Hierarchical Fuzzy Partition of Time Dimension,
Automated Identification of Diagnosis and Co-morbidity in Clinical Records,10.3414/ME0615
Enabling Ad Hoc Queries over Low-Level Scientific Data Sets,
RAPID: Enabling Scalable Ad-Hoc Analytics on the Semantic Web,
Automatically extracting information needs from Ad Hoc clinical questions.,
Use of synthesized data to support complex ad-hoc queries in an enterprise information warehouse: a diabetes use case.,
The SWAN biomedical discourse ontology,10.1016/j.jbi.2008.04.010
Individual patient diagnosis of AD and FTD via high-dimensional pattern classification of MRI,10.1016/j.neuroimage.2008.03.050
Structural and functional biomarkers of prodromal Alzheimer's disease: A high-dimensional pattern classification study,10.1016/j.neuroimage.2008.02.043
Can an EASY care based dementia training programme improve diagnostic assessment and management of dementia by general practitioners and primary care nurses? The design of a randomised controlled trial,10.1186/1472-6963-8-71
Detection of prodromal Alzheimer's disease via pattern classification of magnetic resonance imaging,10.1016/j.neurobiolaging.2006.11.010
"Spatial patterns of brain atrophy in MCI patients, identified via high-dimensional pattern classification, predict subsequent cognitive decline",10.1016/j.neuroimage.2007.10.031
Alzheimer's disease diagnosis in individual subjects using structural MR images: Validation studies,10.1016/j.neuroimage.2007.09.073
Theft gang discovery using co-offending knowledge and SNA,10.1109/IV.2008.102
Learning diagnostic models using speech and language measures,10.1109/IEMBS.2008.4650249
Improved Business Intelligence Analytics on Manager's Experience,
Quantified brain asymmetry for age estimation of normal and AD/MCI subjects,10.1109/ISBI.2008.4541295
SINAI at CLEF Ad-Hoc Robust Track 2007: Applying Google Search Engine for Robust Cross-Lingual Retrieval,
Towards ontology-driven navigation of the lipid bibliosphere,10.1186/1471-2105-9-S1-S5
Natural Language Generation for Sponsored-Search Advertisements,
Assessment of Biomedical Knowledge According to Confidence Criteria,
Decision Support System Supporting Clinical Reasoning Process - an Evaluation Study in Dementia Care,
A workflow language for web automation,
Conceptual model of activity as tool for developing a dementia care support system,
Automatic Subcortical Segmentation Using a Contextual Model,
Integration of association rules and ontologies for semantic query expansion,10.1016/j.datak.2006.10.010
Ontologies with semantic Web/Grid in data integration for OLAP,10.4018/jswis.2007100102
Knowledge-based localization of hippocampus in human brain MRI,10.1016/j.compbiomed.2006.12.010
Validating discovery in literature-based discovery,10.1016/j.jbi.2007.05.001
Simvastatin is associated with a reduced incidence of dementia and Parkinson's disease,10.1186/1741-7015-5-20
Using the Natural Language Paradigm (NLP) to increase vocalizations of older adults with cognitive impairments,10.1016/j.ridd.2006.06.004
"The physiology analysis system: An integrated approach for warehousing, management and analysis of time-series physiology data",10.1016/j.cmpb.2007.01.003
A machine learning approach to test data generation: A case study in evaluation of gene finders,
A Bayesian network model for information retrieval from Greek texts,10.1109/ICTAI.2007.52
The PUCRS NLP-Group participation in CLEF2006: Information retrieval based on linguistic resources,
NLP-Driven constructive learning for filtering an IR document stream,
<bold>TDML: A Data Mining Language for transaction databases</bold>,10.1109/FSKD.2007.558
Integrating semantic knowledge into text similarity and information retrieval,10.1109/ICSC.2007.12
A hybrid approach to fuzzy name search incorporating language-based and text-based principles,10.1177/0165551506068146
An unsupervised learning algorithm for rank aggregation,
Applying ontology-based semantic measurement for knowledge acquisition in traveling information system,
Evaluation of terms and term extraction systems - A practical approach,10.1075/term.13.2.06viv
Text mining and its potential applications in systems biology,10.1016/j.tibtech.2006.10.002
Some effective techniques for naive Bayes text classification,10.1109/TKDE.2006.180
A generic and visual interfacing framework for bridging the interface between application systems and recognizers,
"Depression and risk for Alzheimer disease - Systematic review, meta-analysis, and metaregression analysis",10.1001/archpsyc.63.5.530
Constructing knowledge of the world in crisis situations using visual language,10.1109/ICSMC.2006.384369
ENSM-SE at CLEF 2005: Using a fuzzy proximity matching function,
Bulgarian and Hungarian experiments with Hummingbird SearchServer (TM) at CLEF 2005,
Easing erroneous translations in cross-language image retrieval using word associations,
CUHK at ImageCLEF 2005: Cross-language and cross-media image retrieval,
Language model mixtures for contextual ad placement in personal blogs,
Integrating Web conceptual modeling and Web usage mining,
A generic import framework for process event logs,
Integrating pattern mining in relational databases,
Classification of dementia types from cognitive profiles data,
Lexicon convergence in a population with and without metacommunication,
Collaborative design of web service networks in a multilingual user community,10.1007/s00779-004-0337-0
Workflows in bioinformatics: meta-analysis and prototype implementation of a workflow generator,10.1186/1471-2105-6-87
Prospective recruitment of patients with congestive heart failure using an ad-hoc binary classifier,10.1016/j.jbi.2004.11.016
Applying spatial distribution analysis techniques to classification of 3D medical images,10.1016/j.artmed.2004.07.001
MACE: driving the next generation C2 system from collaboration data,10.1117/12.604006
Automatic detection and rating of dementia of Alzheimer type through lexical analysis of spontaneous speech,
Blind source separation and sparse bump modelling of time frequency representation of EEG signals: New tools for early detection of Alzheimer's disease,10.1109/MLSP.2005.1532869
Semantic query expansion combining association rules with ontologies and information retrieval techniques,
Revised Stable Models - A semantics for logic programs,
Inductive databases: Towards a new generation of databases for knowledge discovery,10.1109/DEXA.2005.116
Use of morphological analysis in protein name recognition,10.1016/j.jbi.2004.08.001
Combining the language model and inference network approaches to retrieval,10.1016/j.ipm.2004.05.001
Modeling and language support for the management of pattern-bases,
"An, abstract algebra for knowledge discovery in data bases",
Employing inductive databases in concrete applications,
Adapting the communication of Web services to the language of their user community,10.1109/ICWS.2004.1314746
Embedded Bayesian network student models,10.1109/ITHET.2004.1358218
Natural language expansion of Web Service interoperability,
Part-of-speech tagging and PP attachment disambiguation using a boosted maximum entropy model,
A software architecture for simulated human-human conversation with user intervention,10.1109/SECON.2004.1287897
Collaborative design of Web Service networks in a multilingual user community,
Reliable diagnoses of dementia by the naive credal classifier inferred from incomplete cognitive data,10.1016/S0933-3657(03)0046-0
Automated generation of discrete event controllers for dynamic reconfiguration of autonomous sensor networks,10.1117/12.508652
Implementation of a least fixpoint operator for fast mining of relational databases,10.1109/ICDM.2002.1184016
Clinical decision support system in dementia care,
Discovering emergent virtual work processes in collaborative systems,
Computer-automated dementia screening using a touch-tone telephone,10.1001/archinte.161.20.2481
Fuzzy association rules: Semantic issues and quality measures,
A hybrid system for diagnosis of dementia,
A documental database query language,10.1109/SPIRE.2001.989772
Consequential reasoning in Alzheimer's disease,
Acceptance of rules generated by machine learning among medical experts,
A sequential model for multi-class classification,
Mass screening of very mild dementia/mild cognitive impairment due to Alzheimer's Disease and related disorders,
Patterns of prepositional attachments - Where dictionary semantics meets corpus statistics,10.1142/S0218001400000520
Lay person-based screening for early detection of Alzheimer's disease: Development and validation of an instrument,10.1093/geronb/55.3.P163
A plan-based agent architecture for interpreting natural language dialogue,10.1006/ijhc.1999.0347
Limited parsing of notational text visit notes: Ad-hoc vs. NLP approaches,
Suregen2: a model-based generator for surgical reports,
Semantic integration of heterogeneous information sources using a knowledge-based system,
Automatic inference of models for statistical code compression,10.1145/301631.301672
Two-stage machine learning model for guideline development,10.1016/S0933-3657(98)00064-5
Ad hoc OLAP: Expression and evaluation,10.1109/ICDE.1999.754930
Refinement of neuro-psychological tests for dementia screening in a cross cultural population using machine learning,
Learning comprehensible descriptions of multivariate time series,
Integrating natural language and gesture in a robotics domain,10.1109/ISIC.1998.713669
A database perspective on knowledge discovery,10.1145/240455.240472
Improving dementia screening tests with machine learning methods,
AN EVENT MODEL OF MEDICAL INFORMATION REPRESENTATION,10.1136/jamia.1995.95261905
AN EXPECTATION-DRIVEN RESPONSE UNDERSTANDING PARADIGM,10.1109/69.334859
MACHINE-GENERATED EXPLANATIONS OF ENGINEERING MODELS - A COMPOSITIONAL MODELING APPROACH,
Machine learning based hierarchical classification of frontotemporal dementia and Alzheimer's disease.,
Early-Stage Identification and Pathological Development of Alzheimer's Disease Using Multimodal MRI.,
Proposal of a Machine Learning Approach to Differentiate Mild and Alzheimer's Condition in MR Images Using Shape Changes in Corpus Callosum.,
Peripheral transcriptomic biomarkers for early detection of sporadic Alzheimer disease?,
Protocol for a conversation-based analysis study: PREVENT-ED investigates dialogue features that may help predict dementia onset in later life.,
Individual Prediction of Behavioral Variant Frontotemporal Dementia Development Using Multivariate Pattern Analysis of Magnetic Resonance Imaging Data.,
Impact of a clinical decision support tool on prediction of progression in early-stage dementia: a prospective validation study.,
Machine Learning Enhances the Efficiency of Cognitive Screenings for Primary Care.,
Global Evolution of Research in Artificial Intelligence in Health and Medicine: A Bibliometric Study.,
A year-long immune profile of the systemic response in acute stroke survivors.,
Machine learning approaches to studying the role of cognitive reserve in conversion from mild cognitive impairment to dementia.,
A blood-based signature of cerebrospinal fluid Aβ(1-42) status.,
NMD-12: A new machine-learning derived screening instrument to detect mild cognitive impairment and dementia.,
"Detection of mild cognitive impairment in a community-dwelling population using quantitative, multiparametric MRI-based classification.",
Hybrid multivariate pattern analysis combined with extreme learning machine for Alzheimer's dementia diagnosis using multi-measure rs-fMRI spatial patterns.,
M/EEG-based Bio-markers to predict the Mild Cognitive Impairment and Alzheimer's disease: A Review from the Machine Learning Perspective.,
Prediction of Conversion From Amnestic Mild Cognitive Impairment to Alzheimer's Disease Based on the Brain Structural Connectome.,
Prediction models for dementia and neuropathology in the oldest old: the Vantaa 85+ cohort study.,
A parameter-efficient deep learning approach to predict conversion from mild cognitive impairment to Alzheimer's disease.,
Machine learning methods for detecting urinary tract infection and analysing daily living activities in people with dementia.,
Computer-assisted prediction of clinical progression in the earliest stages of AD.,
Prediction of Autopsy Verified Neuropathological Change of Alzheimer's Disease Using Machine Learning and MRI.,
Gradual Disturbances of the Amplitude of Low-Frequency Fluctuations (ALFF) and Fractional ALFF in Alzheimer Spectrum.,
Discrimination and conversion prediction of mild cognitive impairment using convolutional neural networks.,
Neuroimaging markers of global cognition in early Alzheimer's disease: A magnetic resonance imaging-electroencephalography study.,
Neuropsychological predictors of conversion from mild cognitive impairment to Alzheimer's disease: a feature selection ensemble combining stability and predictability.,
Neuroimaging and Machine Learning for Dementia Diagnosis: Recent Advancements and Future Prospects.,
Uncovering Biologically Coherent Peripheral Signatures of Health and Risk for Alzheimer's Disease in the Aging Brain.,
Multilevel diffusion tensor imaging classification technique for characterizing neurobehavioral disorders.,
Classification of amyloid PET images using novel features for early diagnosis of Alzheimer's disease and mild cognitive impairment conversion.,
Machine learning studies on major brain diseases: 5-year trends of 2014-2018.,
Identification of Mild Cognitive Impairment From Speech in Swedish Using Deep Sequential Neural Networks.,
Multiplex Networks for Early Diagnosis of Alzheimer's Disease.,
Systematic Analysis and Biomarker Study for Alzheimer's Disease.,
Detection of cognitive impairment using a machine-learning algorithm.,
Salient networks: a novel application to study Alzheimer disease.,
Decision Supporting Model for One-year Conversion Probability from MCI to AD using CNN and SVM.,
A clinically-translatable machine learning algorithm for the prediction of Alzheimer's disease conversion: further evidence of its accuracy via a transfer learning approach.,
Decision Tree for Early Detection of Cognitive Impairment by Community Pharmacists.,
Instance-Based Representation Using Multiple Kernel Learning for Predicting Conversion to Alzheimer Disease.,
Cortical atrophy pattern-based subtyping predicts prognosis of amnestic MCI: an individual-level analysis.,
"Machine Learning for Predicting Cognitive Diseases: Methods, Data Sources and Risk Factors.",
Machine learning of neuroimaging for assisted diagnosis of cognitive impairment and dementia: A systematic review.,
Alzheimer's disease diagnosis based on multiple cluster dense convolutional networks.,
Topological Pattern Recognition of Severe Alzheimer's Disease via Regularized Supervised Learning of EEG Complexity.,
A hybrid data mining model for diagnosis of patients with clinical suspicion of dementia.,
"Alzheimer's Biomarkers From Multiple Modalities Selectively Discriminate Clinical Status: Relative Importance of Salivary Metabolomics Panels, Genetic, Lifestyle, Cognitive, Functional Health and Demographic Risk Markers.",
Evaluating combinations of diagnostic tests to discriminate different dementia types.,
"Cerebral Small Vessel Disease: A Review Focusing on Pathophysiology, Biomarkers, and Machine Learning Strategies.",
Deep learning based low-cost high-accuracy diagnostic framework for dementia using comprehensive neuropsychological assessment profiles.,
Learning to Detect Cognitive Impairment through Digital Games and Machine Learning Techniques.,
An EEG nicotinic acetylcholine index to assess the efficacy of pro-cognitive compounds.,
Predicting conversion from MCI to AD by integrating rs-fMRI and structural MRI.,
A Comprehensive Review of Magnetoencephalography (MEG) Studies for Brain Functionality in Healthy Aging and Alzheimer's Disease (AD).,
Machine learning identified an Alzheimer's disease-related FDG-PET pattern which is also expressed in Lewy body dementia and Parkinson's disease dementia.,
Using high-dimensional machine learning methods to estimate an anatomical risk factor for Alzheimer's disease across imaging databases.,
Wave2Vec: Vectorizing Electroencephalography Bio-Signal for Prediction of Brain Disease.,
Clustering Analysis of FDG-PET Imaging in Primary Progressive Aphasia.,
Corpus Callosum Radiomics-Based Classification Model in Alzheimer's Disease: A Case-Control Study.,
Unravelling the GSK3β-related genotypic interaction network influencing hippocampal volume in recurrent major depressive disorder.,
Architecture of the Mouse Brain Synaptome.,
"Using Multi-Scale Genetic, Neuroimaging and Clinical Data for Predicting Alzheimer's Disease and Reconstruction of Relevant Biological Mechanisms.",
Dialogue Systems and Conversational Agents for Patients with Dementia: The Human-Robot Interaction.,
"A longitudinal magnetic resonance imaging study of neurodegenerative and small vessel disease, and clinical cognitive trajectories in non demented patients with transient ischemic attack: the PREVENT study.",
A similarity-based approach to leverage multi-cohort medical data on the diagnosis and prognosis of Alzheimer's disease.,
Early Diagnosis of Alzheimer's Disease Based on Resting-State Brain Networks and Deep Learning.,
Unsupervised Machine Learning to Identify High Likelihood of Dementia in Population-Based Surveys: Development and Validation Study.,
How random is the random forest? Random forest algorithm on the service of structural imaging biomarkers for Alzheimer's disease: from Alzheimer's disease neuroimaging initiative (ADNI) database.,
Joint Pairing and Structured Mapping of Convolutional Brain Morphological Multiplexes for Early Dementia Diagnosis.,
Data-Driven Differential Diagnosis of Dementia Using Multiclass Disease State Index Classifier.,
Fully Automatic Speech-Based Analysis of the Semantic Verbal Fluency Task.,
Differentiating Patients at the Memory Clinic With Simple Reaction Time Variables: A Predictive Modeling Approach Using Support Vector Machines and Bayesian Optimization.,
A systematic approach for identifying shared mechanisms in epilepsy and its comorbidities.,
Integrating spatial-anatomical regularization and structure sparsity into SVM: Improving interpretation of Alzheimer's disease classification.,
Gaussian Discriminant Analysis for Optimal Delineation of Mild Cognitive Impairment in Alzheimer's Disease.,
Analyzing big data in social media: Text and network analyses of an eating disorder forum.,
Investigating predictors of cognitive decline using machine learning.,
Brain properties predict proximity to symptom onset in sporadic Alzheimer's disease.,
